geneSymbol,cluster.name,comb.ES,comb.p,comb.padj,comb.ES.rank,comb.positive.freq,sig.N,sig.freq,total.N,ES.max,ES.max.p.adj,TF,kinase,epigenetic regulation,secretory,membrane,enzyme,drug target (FDA),drug target (potential)
CDCA7L,CD4.c24(NME1+CCR4+ T),0.19 ,1.55E-04,5.44E-04,1230,7.34%,2,0.15 ,13,0.57 ,1.46E-15,,,,,,,,
ISY1,CD4.c24(NME1+CCR4+ T),0.19 ,2.51E-07,1.57E-06,1231,26.93%,3,0.23 ,13,0.48 ,1.28E-04,,,,,,,,
CHEK1,CD4.c24(NME1+CCR4+ T),0.19 ,1.23E-11,1.60E-10,1232,8.25%,3,0.23 ,13,0.43 ,4.14E-03,,TRUE,TRUE,,,TRUE,,
LRRFIP2,CD4.c24(NME1+CCR4+ T),0.19 ,4.98E-11,5.87E-10,1233,28.84%,3,0.23 ,13,0.40 ,1.34E-01,TRUE,,,,,,,
ZNF581,CD4.c24(NME1+CCR4+ T),0.19 ,9.68E-07,5.35E-06,1234,20.78%,3,0.23 ,13,0.35 ,3.76E-05,TRUE,,,,,,,
SIRT2,CD4.c24(NME1+CCR4+ T),0.19 ,1.62E-08,1.25E-07,1235,26.07%,0,0.00 ,13,0.36 ,3.16E-01,,,TRUE,,,,,
GARS,CD4.c24(NME1+CCR4+ T),0.19 ,6.84E-10,6.64E-09,1236,33.08%,2,0.15 ,13,0.31 ,4.27E-01,,,,,,TRUE,,TRUE
MRPS12,CD4.c24(NME1+CCR4+ T),0.19 ,4.50E-10,4.52E-09,1237,31.46%,4,0.31 ,13,0.40 ,1.08E-04,,,,,,,,
SSR3,CD4.c24(NME1+CCR4+ T),0.19 ,3.15E-10,3.25E-09,1238,46.81%,3,0.23 ,13,0.34 ,3.70E-02,,,,,TRUE,,,
MRPL21,CD4.c24(NME1+CCR4+ T),0.19 ,3.01E-14,6.03E-13,1239,32.27%,2,0.15 ,13,0.39 ,5.09E-03,,,,,,,,
TIMM13,CD4.c24(NME1+CCR4+ T),0.19 ,1.03E-06,5.63E-06,1240,31.22%,4,0.31 ,13,0.39 ,3.72E-05,,,,,,,,
HSPD1,CD4.c24(NME1+CCR4+ T),0.19 ,2.62E-05,1.08E-04,1241,44.28%,3,0.23 ,13,0.47 ,4.37E-02,,,,,,TRUE,,TRUE
TUBB,CD4.c24(NME1+CCR4+ T),0.19 ,2.76E-06,1.40E-05,1242,45.23%,3,0.23 ,13,0.45 ,7.21E-10,,,,,,,TRUE,
TRAF7,CD4.c24(NME1+CCR4+ T),0.19 ,2.98E-07,1.84E-06,1243,22.40%,4,0.31 ,13,0.45 ,1.07E-03,,,,,,TRUE,,
PSMD11,CD4.c24(NME1+CCR4+ T),0.19 ,2.72E-06,1.38E-05,1244,41.71%,4,0.31 ,13,0.43 ,3.54E-06,,,,,,,,
ATP2A3,CD4.c24(NME1+CCR4+ T),0.19 ,1.33E-17,4.38E-16,1245,31.84%,1,0.08 ,13,0.28 ,7.82E-05,,,,,TRUE,TRUE,,
RAB7A,CD4.c24(NME1+CCR4+ T),0.19 ,5.71E-08,3.97E-07,1246,50.14%,3,0.23 ,13,0.36 ,4.01E-01,,,,,,,,
HELLS,CD4.c24(NME1+CCR4+ T),0.19 ,1.50E-12,2.26E-11,1247,15.35%,2,0.15 ,13,0.40 ,1.46E-01,,,TRUE,,,,,
GPRIN3,CD4.c24(NME1+CCR4+ T),0.19 ,7.72E-13,1.21E-11,1248,43.28%,4,0.31 ,13,0.44 ,2.68E-03,,,,,,,,
PECR,CD4.c24(NME1+CCR4+ T),0.19 ,3.78E-07,2.27E-06,1249,17.16%,3,0.23 ,13,0.56 ,9.82E-06,,,,,,TRUE,,
STK24,CD4.c24(NME1+CCR4+ T),0.19 ,4.36E-08,3.11E-07,1250,28.12%,3,0.23 ,13,0.54 ,3.80E-03,,TRUE,,,,TRUE,,
TRAF3IP2,CD4.c24(NME1+CCR4+ T),0.19 ,1.15E-09,1.08E-08,1251,14.35%,4,0.31 ,13,0.41 ,6.62E-03,,,,,,,,
CS,CD4.c24(NME1+CCR4+ T),0.19 ,1.56E-10,1.70E-09,1252,32.32%,2,0.15 ,13,0.40 ,1.02E-04,,,,,TRUE,TRUE,,
SNW1,CD4.c24(NME1+CCR4+ T),0.19 ,2.53E-11,3.12E-10,1253,38.56%,1,0.08 ,13,0.48 ,1.48E-02,,,,,,,,
CARD16,CD4.c24(NME1+CCR4+ T),0.19 ,5.21E-08,3.65E-07,1254,44.85%,2,0.15 ,13,0.51 ,2.19E-02,,,,,,,,
MRPL47,CD4.c24(NME1+CCR4+ T),0.19 ,6.92E-07,3.94E-06,1255,34.99%,2,0.15 ,13,0.47 ,3.74E-01,,,,,,,,
RCAN3,CD4.c24(NME1+CCR4+ T),0.19 ,1.35E-09,1.26E-08,1256,44.38%,4,0.31 ,13,0.40 ,1.17E-04,,,,,,,,
KPNB1,CD4.c24(NME1+CCR4+ T),0.19 ,1.81E-17,5.76E-16,1257,47.47%,2,0.15 ,13,0.31 ,8.52E-04,,,,,,,,
CALM1,CD4.c24(NME1+CCR4+ T),0.19 ,3.22E-09,2.82E-08,1258,48.05%,4,0.31 ,13,0.46 ,1.45E-03,,,,,,,,
MAX,CD4.c24(NME1+CCR4+ T),0.19 ,1.75E-12,2.61E-11,1259,44.61%,4,0.31 ,13,0.38 ,2.82E-04,TRUE,,,,,,,
PUF60,CD4.c24(NME1+CCR4+ T),0.19 ,3.98E-07,2.38E-06,1260,44.09%,3,0.23 ,13,0.38 ,5.37E-02,,,,,,,,
STIP1,CD4.c24(NME1+CCR4+ T),0.19 ,5.01E-07,2.93E-06,1261,37.89%,4,0.31 ,13,0.45 ,6.21E-02,,,,,,,,
BUB3,CD4.c24(NME1+CCR4+ T),0.19 ,1.02E-07,6.79E-07,1262,49.71%,3,0.23 ,13,0.41 ,1.21E-01,,,,,,,,
CASP8,CD4.c24(NME1+CCR4+ T),0.19 ,8.69E-14,1.61E-12,1263,39.99%,2,0.15 ,13,0.31 ,1.08E-03,,,,,,TRUE,,TRUE
ARF6,CD4.c24(NME1+CCR4+ T),0.19 ,1.18E-11,1.53E-10,1264,47.66%,3,0.23 ,13,0.40 ,1.33E-01,,,,,,,,
WNK1,CD4.c24(NME1+CCR4+ T),0.19 ,1.74E-08,1.33E-07,1265,45.04%,1,0.08 ,13,0.40 ,1.78E-02,,TRUE,,,,TRUE,,TRUE
RNF126,CD4.c24(NME1+CCR4+ T),0.19 ,9.75E-07,5.39E-06,1266,35.46%,2,0.15 ,13,0.37 ,4.40E-05,,,,,,TRUE,,
MEI1,CD4.c24(NME1+CCR4+ T),0.19 ,6.17E-13,9.84E-12,1267,26.98%,3,0.23 ,13,0.42 ,6.15E-02,,,,TRUE,,,,
B4GALT3,CD4.c24(NME1+CCR4+ T),0.19 ,6.82E-12,9.28E-11,1268,28.88%,1,0.08 ,13,0.38 ,1.70E-02,,,,,,TRUE,,
FDPS,CD4.c24(NME1+CCR4+ T),0.19 ,1.09E-07,7.24E-07,1269,37.94%,4,0.31 ,13,0.38 ,5.99E-06,,,,,,TRUE,TRUE,
SAMD9L,CD4.c24(NME1+CCR4+ T),0.19 ,1.56E-08,1.20E-07,1270,28.98%,3,0.23 ,13,0.41 ,9.44E-06,,,,,,,,
PRKACB,CD4.c24(NME1+CCR4+ T),0.19 ,2.85E-12,4.11E-11,1271,38.66%,2,0.15 ,13,0.40 ,1.43E-04,,TRUE,,,,TRUE,,
MEOX1,CD4.c24(NME1+CCR4+ T),0.19 ,6.19E-06,2.91E-05,1272,6.48%,3,0.23 ,13,0.57 ,1.39E-05,TRUE,,,,,,,
MBP,CD4.c24(NME1+CCR4+ T),0.19 ,3.07E-12,4.41E-11,1273,43.18%,2,0.15 ,13,0.39 ,1.18E-02,,,,,,,,
DAD1,CD4.c24(NME1+CCR4+ T),0.19 ,5.13E-08,3.60E-07,1274,48.62%,2,0.15 ,13,0.37 ,5.29E-04,,,,,TRUE,,,
PSTPIP1,CD4.c24(NME1+CCR4+ T),0.19 ,2.33E-12,3.39E-11,1275,39.28%,2,0.15 ,13,0.33 ,2.41E-01,,,,,,,,
PLGRKT,CD4.c24(NME1+CCR4+ T),0.19 ,3.10E-10,3.20E-09,1276,28.41%,2,0.15 ,13,0.39 ,2.29E-06,,,,,,,,
SURF4,CD4.c24(NME1+CCR4+ T),0.19 ,7.77E-10,7.49E-09,1277,45.57%,3,0.23 ,13,0.39 ,2.74E-05,,,,,TRUE,,,
KDELR1,CD4.c24(NME1+CCR4+ T),0.19 ,4.89E-13,7.95E-12,1278,42.14%,1,0.08 ,13,0.37 ,4.87E-05,,,,,TRUE,,,
WASF2,CD4.c24(NME1+CCR4+ T),0.19 ,1.04E-12,1.60E-11,1279,47.33%,1,0.08 ,13,0.38 ,1.92E-01,,,,,,,,
TSG101,CD4.c24(NME1+CCR4+ T),0.19 ,2.97E-06,1.49E-05,1280,30.41%,1,0.08 ,13,0.48 ,1.93E-01,,,,,,,,
GLB1,CD4.c24(NME1+CCR4+ T),0.19 ,1.99E-08,1.51E-07,1281,25.31%,3,0.23 ,13,0.44 ,4.25E-04,,,,,,TRUE,,TRUE
PDIA6,CD4.c24(NME1+CCR4+ T),0.19 ,8.26E-12,1.11E-10,1282,47.09%,1,0.08 ,13,0.42 ,5.52E-02,,,,,TRUE,TRUE,,
MGST2,CD4.c24(NME1+CCR4+ T),0.19 ,8.90E-07,4.96E-06,1283,11.34%,2,0.15 ,13,0.44 ,1.73E-09,,,,,TRUE,TRUE,,
MRFAP1,CD4.c24(NME1+CCR4+ T),0.19 ,5.14E-09,4.34E-08,1284,47.66%,3,0.23 ,13,0.37 ,1.22E-05,,,,,,,,
NUDT2,CD4.c24(NME1+CCR4+ T),0.19 ,2.48E-06,1.27E-05,1285,21.73%,3,0.23 ,13,0.74 ,5.61E-06,,,,,,TRUE,,
SARNP,CD4.c24(NME1+CCR4+ T),0.19 ,1.83E-05,7.85E-05,1286,34.46%,2,0.15 ,13,0.39 ,2.39E-07,TRUE,,,,,,,
R3HDM1,CD4.c24(NME1+CCR4+ T),0.19 ,7.62E-12,1.03E-10,1287,21.59%,3,0.23 ,13,0.34 ,2.68E-02,,,,,,,,
PARVG,CD4.c24(NME1+CCR4+ T),0.19 ,3.51E-11,4.24E-10,1288,32.41%,3,0.23 ,13,0.35 ,1.03E-04,,,,,TRUE,,,
MAP3K1,CD4.c24(NME1+CCR4+ T),0.19 ,1.20E-07,7.91E-07,1289,26.26%,3,0.23 ,13,0.55 ,3.30E-05,,TRUE,,,TRUE,TRUE,,TRUE
RAB8B,CD4.c24(NME1+CCR4+ T),0.19 ,5.24E-15,1.18E-13,1290,38.32%,2,0.15 ,13,0.35 ,1.95E-01,,,,,,,,
NTPCR,CD4.c24(NME1+CCR4+ T),0.19 ,2.03E-09,1.83E-08,1291,17.35%,3,0.23 ,13,0.42 ,4.36E-03,,,,,,TRUE,,
TUBGCP2,CD4.c24(NME1+CCR4+ T),0.19 ,4.79E-17,1.46E-15,1292,28.31%,1,0.08 ,13,0.37 ,1.41E-02,,,,,,,,
MRPL48,CD4.c24(NME1+CCR4+ T),0.18 ,1.41E-14,2.93E-13,1293,23.12%,2,0.15 ,13,0.40 ,9.68E-05,,,,,,,,
CHD4,CD4.c24(NME1+CCR4+ T),0.18 ,4.96E-17,1.50E-15,1294,34.70%,0,0.00 ,13,0.40 ,8.63E-02,,,,,,TRUE,,TRUE
YAF2,CD4.c24(NME1+CCR4+ T),0.18 ,1.75E-09,1.60E-08,1295,26.93%,2,0.15 ,13,0.41 ,1.24E-01,,,,,,,,
ICOS,CD4.c24(NME1+CCR4+ T),0.18 ,1.58E-12,2.38E-11,1296,42.71%,1,0.08 ,13,0.36 ,2.35E-01,,,,,TRUE,,,
MRPS5,CD4.c24(NME1+CCR4+ T),0.18 ,1.77E-14,3.65E-13,1297,32.70%,3,0.23 ,13,0.42 ,3.92E-05,,,,,,,,
HNRNPM,CD4.c24(NME1+CCR4+ T),0.18 ,3.22E-11,3.89E-10,1298,50.48%,3,0.23 ,13,0.34 ,1.43E-03,,,,,,,,
RNPEP,CD4.c24(NME1+CCR4+ T),0.18 ,7.66E-09,6.26E-08,1299,20.45%,1,0.08 ,13,0.38 ,1.48E-02,,,,TRUE,,TRUE,,
UBE2J2,CD4.c24(NME1+CCR4+ T),0.18 ,7.10E-06,3.28E-05,1300,30.84%,3,0.23 ,13,0.53 ,2.53E-09,,,,,TRUE,TRUE,,
SRSF11,CD4.c24(NME1+CCR4+ T),0.18 ,1.86E-16,5.12E-15,1301,49.09%,1,0.08 ,13,0.30 ,3.10E-02,,,,,,,,
IFI35,CD4.c24(NME1+CCR4+ T),0.18 ,1.14E-06,6.22E-06,1302,33.03%,2,0.15 ,13,0.40 ,7.75E-02,,,,,,,,
PRPSAP2,CD4.c24(NME1+CCR4+ T),0.18 ,6.93E-07,3.94E-06,1303,22.02%,2,0.15 ,13,0.40 ,8.22E-02,,,,,,,,
REXO2,CD4.c24(NME1+CCR4+ T),0.18 ,3.73E-07,2.25E-06,1304,36.56%,1,0.08 ,13,0.48 ,3.91E-02,,,,,,,,
DDRGK1,CD4.c24(NME1+CCR4+ T),0.18 ,8.18E-12,1.10E-10,1305,34.18%,2,0.15 ,13,0.36 ,1.97E-04,,,,,,,,
TINF2,CD4.c24(NME1+CCR4+ T),0.18 ,1.62E-10,1.76E-09,1306,32.60%,3,0.23 ,13,0.34 ,4.38E-02,,,,,,,,
PAG1,CD4.c24(NME1+CCR4+ T),0.18 ,1.37E-08,1.07E-07,1307,41.66%,2,0.15 ,13,0.36 ,2.84E-02,,,,,,,,
ARHGAP4,CD4.c24(NME1+CCR4+ T),0.18 ,3.78E-15,8.75E-14,1308,43.57%,2,0.15 ,13,0.48 ,4.61E-04,,,,,,,,
MITD1,CD4.c24(NME1+CCR4+ T),0.18 ,4.08E-11,4.87E-10,1310,30.22%,2,0.15 ,13,0.41 ,6.23E-03,,,,,,,,
RASA3,CD4.c24(NME1+CCR4+ T),0.18 ,6.56E-09,5.44E-08,1311,31.94%,2,0.15 ,13,0.34 ,2.15E-02,,,,,,,,
HPRT1,CD4.c24(NME1+CCR4+ T),0.18 ,3.74E-05,1.51E-04,1312,37.18%,3,0.23 ,13,0.44 ,2.53E-09,,,,,,TRUE,TRUE,
CSGALNACT1,CD4.c24(NME1+CCR4+ T),0.18 ,2.21E-10,2.35E-09,1313,19.30%,3,0.23 ,13,0.34 ,2.03E-01,,,,,,TRUE,,
TMEM154,CD4.c24(NME1+CCR4+ T),0.18 ,8.22E-06,3.76E-05,1314,27.79%,2,0.15 ,13,0.49 ,1.51E-08,,,,,TRUE,,,
CENPM,CD4.c24(NME1+CCR4+ T),0.18 ,9.61E-07,5.32E-06,1315,18.88%,2,0.15 ,13,0.36 ,9.62E-05,,,,,,,,
PKN1,CD4.c24(NME1+CCR4+ T),0.18 ,5.36E-14,1.04E-12,1316,29.12%,2,0.15 ,13,0.32 ,2.87E-01,,TRUE,,,,TRUE,,
KHDRBS1,CD4.c24(NME1+CCR4+ T),0.18 ,5.76E-09,4.82E-08,1317,46.76%,3,0.23 ,13,0.48 ,1.40E-07,,,,,,,,
PFDN6,CD4.c24(NME1+CCR4+ T),0.18 ,2.20E-09,1.97E-08,1318,25.83%,3,0.23 ,13,0.35 ,2.10E-04,,,,,,,,
BAZ1A,CD4.c24(NME1+CCR4+ T),0.18 ,4.13E-08,2.97E-07,1319,43.61%,2,0.15 ,13,0.38 ,1.46E-02,,,,,,,,
PPP3CB,CD4.c24(NME1+CCR4+ T),0.18 ,9.14E-12,1.21E-10,1320,20.50%,2,0.15 ,13,0.38 ,5.71E-05,,,,,,TRUE,,
TMBIM6,CD4.c24(NME1+CCR4+ T),0.18 ,9.17E-14,1.69E-12,1321,49.76%,4,0.31 ,13,0.33 ,1.99E-03,,,,,TRUE,,,
EDF1,CD4.c24(NME1+CCR4+ T),0.18 ,7.10E-10,6.87E-09,1322,49.71%,3,0.23 ,13,0.38 ,6.05E-05,,,,,,,,
ABTB1,CD4.c24(NME1+CCR4+ T),0.18 ,1.92E-09,1.74E-08,1323,30.41%,1,0.08 ,13,0.46 ,2.43E-02,,,,,,,,
ACAP2,CD4.c24(NME1+CCR4+ T),0.18 ,4.44E-16,1.16E-14,1324,43.04%,3,0.23 ,13,0.29 ,4.77E-03,,,,,,,,
SUMO3,CD4.c24(NME1+CCR4+ T),0.18 ,5.66E-10,5.57E-09,1325,41.56%,1,0.08 ,13,0.39 ,3.34E-05,,,,,,,,
PCBP2,CD4.c24(NME1+CCR4+ T),0.18 ,1.54E-13,2.74E-12,1326,49.76%,1,0.08 ,13,0.31 ,2.35E-01,,,,,,,,
SNAP29,CD4.c24(NME1+CCR4+ T),0.18 ,9.17E-08,6.18E-07,1327,24.45%,2,0.15 ,13,0.47 ,5.27E-04,,,,,,,,
SPG21,CD4.c24(NME1+CCR4+ T),0.18 ,1.22E-09,1.14E-08,1328,35.08%,3,0.23 ,13,0.45 ,9.27E-04,,,,,,,,
UBE2J1,CD4.c24(NME1+CCR4+ T),0.18 ,3.31E-08,2.42E-07,1329,36.99%,2,0.15 ,13,0.39 ,1.30E-02,,,,,TRUE,TRUE,,
CARD8,CD4.c24(NME1+CCR4+ T),0.18 ,5.05E-10,5.04E-09,1330,31.94%,1,0.08 ,13,0.41 ,3.22E-06,,,,,,,,
TP53TG1,CD4.c24(NME1+CCR4+ T),0.18 ,3.18E-09,2.79E-08,1331,22.64%,3,0.23 ,13,0.35 ,3.66E-02,,,,,,,,
NDUFS5,CD4.c24(NME1+CCR4+ T),0.18 ,3.98E-06,1.94E-05,1332,47.76%,1,0.08 ,13,0.54 ,1.35E-09,,,,,,,,
YIF1B,CD4.c24(NME1+CCR4+ T),0.18 ,1.73E-08,1.32E-07,1333,27.45%,1,0.08 ,13,0.36 ,1.46E-01,,,,,TRUE,,,
RBCK1,CD4.c24(NME1+CCR4+ T),0.18 ,2.81E-09,2.49E-08,1334,41.90%,2,0.15 ,13,0.37 ,5.02E-05,,,,,,TRUE,,TRUE
LSM7,CD4.c24(NME1+CCR4+ T),0.18 ,5.35E-08,3.74E-07,1335,48.81%,3,0.23 ,13,0.41 ,8.35E-06,,,,,,,,
STK16,CD4.c24(NME1+CCR4+ T),0.18 ,8.42E-05,3.14E-04,1336,23.64%,4,0.31 ,13,0.91 ,4.75E-08,TRUE,TRUE,,,,TRUE,,
HPGD,CD4.c24(NME1+CCR4+ T),0.18 ,3.53E-03,8.89E-03,1337,19.78%,3,0.23 ,13,0.59 ,4.00E-03,,,,,,TRUE,,TRUE
FAM120A,CD4.c24(NME1+CCR4+ T),0.18 ,4.66E-10,4.67E-09,1338,24.40%,3,0.23 ,13,0.41 ,7.98E-03,,,,,,,,
ARHGAP1,CD4.c24(NME1+CCR4+ T),0.18 ,2.73E-09,2.42E-08,1339,23.50%,0,0.00 ,13,0.38 ,2.00E-01,,,,,TRUE,,,
ASPM,CD4.c24(NME1+CCR4+ T),0.18 ,1.14E-04,4.15E-04,1340,7.96%,2,0.15 ,13,0.44 ,2.98E-09,,,,,,,,
MRPL4,CD4.c24(NME1+CCR4+ T),0.18 ,2.75E-10,2.87E-09,1341,34.18%,2,0.15 ,13,0.38 ,4.99E-05,,,,,,,,
NQO1,CD4.c24(NME1+CCR4+ T),0.18 ,1.05E-08,8.40E-08,1342,8.48%,4,0.31 ,13,0.36 ,2.54E-02,,,,,,TRUE,,
LETMD1,CD4.c24(NME1+CCR4+ T),0.18 ,4.35E-12,6.07E-11,1343,31.84%,2,0.15 ,13,0.34 ,3.26E-01,,,,,TRUE,,,
BAD,CD4.c24(NME1+CCR4+ T),0.18 ,1.13E-08,8.92E-08,1344,26.64%,3,0.23 ,13,0.36 ,1.73E-04,,,,,,,,
ABHD3,CD4.c24(NME1+CCR4+ T),0.18 ,4.69E-09,3.99E-08,1345,27.41%,3,0.23 ,13,0.49 ,2.24E-04,,,,,TRUE,TRUE,,
DUSP4,CD4.c24(NME1+CCR4+ T),0.18 ,9.97E-05,3.66E-04,1346,39.66%,3,0.23 ,13,0.56 ,2.23E-03,,,,,,TRUE,,
KXD1,CD4.c24(NME1+CCR4+ T),0.18 ,3.92E-09,3.38E-08,1347,36.84%,4,0.31 ,13,0.36 ,1.17E-04,,,,,,,,
DPP7,CD4.c24(NME1+CCR4+ T),0.18 ,4.80E-08,3.39E-07,1348,46.95%,3,0.23 ,13,0.40 ,7.82E-03,,,,,,TRUE,,
MRPL43,CD4.c24(NME1+CCR4+ T),0.18 ,6.98E-11,8.07E-10,1349,40.32%,4,0.31 ,13,0.32 ,3.83E-03,,,,,,,,
PEF1,CD4.c24(NME1+CCR4+ T),0.18 ,2.87E-10,2.99E-09,1350,35.03%,1,0.08 ,13,0.39 ,2.60E-06,,,,,,,,
MRPS27,CD4.c24(NME1+CCR4+ T),0.18 ,3.52E-09,3.05E-08,1351,22.02%,2,0.15 ,13,0.37 ,1.29E-01,,,,,,,,
TOX2,CD4.c24(NME1+CCR4+ T),0.18 ,2.42E-08,1.81E-07,1352,25.26%,3,0.23 ,13,0.41 ,6.06E-03,TRUE,,,,,,,
APOL3,CD4.c24(NME1+CCR4+ T),0.18 ,3.00E-10,3.10E-09,1353,24.59%,3,0.23 ,13,0.33 ,3.11E-04,,,,,,,,
GSTM1,CD4.c24(NME1+CCR4+ T),0.18 ,1.33E-06,7.15E-06,1354,12.39%,1,0.08 ,13,0.35 ,1.94E-01,,,,,,TRUE,,
PEPD,CD4.c24(NME1+CCR4+ T),0.18 ,4.72E-09,4.01E-08,1355,26.55%,2,0.15 ,13,0.52 ,6.92E-05,,,,,,TRUE,,TRUE
CSRP1,CD4.c24(NME1+CCR4+ T),0.18 ,5.51E-08,3.84E-07,1356,30.46%,1,0.08 ,13,0.36 ,2.36E-01,,,,,,,,
DDT,CD4.c24(NME1+CCR4+ T),0.18 ,1.48E-09,1.37E-08,1357,43.76%,2,0.15 ,13,0.36 ,1.50E-04,,,,,,TRUE,,
ATP2B4,CD4.c24(NME1+CCR4+ T),0.18 ,2.72E-07,1.69E-06,1358,40.42%,2,0.15 ,13,0.44 ,1.61E-06,,,,,TRUE,TRUE,,
MAF,CD4.c24(NME1+CCR4+ T),0.18 ,1.36E-05,5.98E-05,1359,36.75%,2,0.15 ,13,0.51 ,1.08E-08,TRUE,,,,,,,
TAX1BP1,CD4.c24(NME1+CCR4+ T),0.18 ,2.47E-09,2.20E-08,1360,48.95%,2,0.15 ,13,0.35 ,1.92E-01,,,,,TRUE,,,
USP48,CD4.c24(NME1+CCR4+ T),0.18 ,7.68E-13,1.21E-11,1361,32.60%,3,0.23 ,13,0.35 ,1.17E-03,,,,,,TRUE,,
HIST3H2A,CD4.c24(NME1+CCR4+ T),0.18 ,2.92E-06,1.46E-05,1362,19.97%,3,0.23 ,13,0.51 ,4.29E-07,,,,,,,,
HEXA,CD4.c24(NME1+CCR4+ T),0.18 ,2.83E-07,1.75E-06,1363,26.12%,2,0.15 ,13,0.39 ,1.51E-04,,,,,,TRUE,,TRUE
NFYC,CD4.c24(NME1+CCR4+ T),0.18 ,4.07E-13,6.72E-12,1364,34.27%,3,0.23 ,13,0.40 ,8.36E-02,TRUE,,,,,,,
NARF,CD4.c24(NME1+CCR4+ T),0.18 ,1.93E-06,1.01E-05,1365,35.61%,2,0.15 ,13,0.51 ,1.27E-08,,,,,,,,
ANAPC5,CD4.c24(NME1+CCR4+ T),0.18 ,7.52E-11,8.63E-10,1366,43.52%,2,0.15 ,13,0.38 ,3.56E-01,,,,,,,,
NLRC3,CD4.c24(NME1+CCR4+ T),0.18 ,5.38E-10,5.33E-09,1367,24.55%,0,0.00 ,13,0.43 ,1.17E-01,,,,,,,,
ADD1,CD4.c24(NME1+CCR4+ T),0.18 ,2.64E-05,1.09E-04,1368,31.17%,3,0.23 ,13,0.59 ,1.61E-05,,,,,,,,
MRPL16,CD4.c24(NME1+CCR4+ T),0.18 ,5.22E-09,4.40E-08,1369,30.84%,5,0.38 ,13,0.40 ,1.38E-05,,,,,,,,
DCAF12,CD4.c24(NME1+CCR4+ T),0.18 ,1.12E-05,4.99E-05,1370,19.64%,1,0.08 ,13,0.50 ,3.50E-01,,,,,,,,
FRG1,CD4.c24(NME1+CCR4+ T),0.18 ,1.45E-08,1.12E-07,1371,35.61%,2,0.15 ,13,0.38 ,1.84E-01,,,,,,,,
MAP4K4,CD4.c24(NME1+CCR4+ T),0.18 ,1.28E-05,5.63E-05,1372,19.69%,1,0.08 ,13,0.64 ,1.34E-14,,TRUE,,,,TRUE,,
MRPL44,CD4.c24(NME1+CCR4+ T),0.18 ,9.36E-07,5.19E-06,1373,25.12%,1,0.08 ,13,0.45 ,3.14E-02,,,TRUE,,,,,
ETV6,CD4.c24(NME1+CCR4+ T),0.18 ,7.20E-11,8.29E-10,1374,23.74%,1,0.08 ,13,0.45 ,5.97E-02,TRUE,,,,,,,
CPSF3,CD4.c24(NME1+CCR4+ T),0.18 ,8.30E-11,9.41E-10,1375,15.54%,1,0.08 ,13,0.34 ,1.64E-01,,,,,,,,
TXNRD1,CD4.c24(NME1+CCR4+ T),0.18 ,5.78E-11,6.75E-10,1376,23.88%,4,0.31 ,13,0.37 ,3.85E-04,,,,,,TRUE,TRUE,
TOR3A,CD4.c24(NME1+CCR4+ T),0.18 ,4.40E-10,4.44E-09,1377,24.45%,2,0.15 ,13,0.34 ,4.02E-04,,,,,,,,
MAPK6,CD4.c24(NME1+CCR4+ T),0.18 ,4.95E-10,4.94E-09,1378,17.68%,2,0.15 ,13,0.36 ,2.08E-02,,TRUE,,,,TRUE,,
APOL6,CD4.c24(NME1+CCR4+ T),0.18 ,6.41E-10,6.25E-09,1379,36.03%,0,0.00 ,13,0.42 ,5.47E-02,,,,,TRUE,,,
OLFM2,CD4.c24(NME1+CCR4+ T),0.18 ,7.19E-08,4.92E-07,1380,14.30%,1,0.08 ,13,0.36 ,1.93E-02,,,,TRUE,,,,
COA5,CD4.c24(NME1+CCR4+ T),0.18 ,1.36E-11,1.76E-10,1381,23.26%,3,0.23 ,13,0.29 ,1.05E-01,,,,,,,,
DHFR,CD4.c24(NME1+CCR4+ T),0.18 ,2.62E-04,8.69E-04,1382,13.58%,4,0.31 ,13,0.48 ,2.15E-08,,,,,,TRUE,TRUE,
CMC2,CD4.c24(NME1+CCR4+ T),0.18 ,3.99E-06,1.94E-05,1383,40.42%,1,0.08 ,13,0.47 ,2.29E-03,,,,,,,,
UXS1,CD4.c24(NME1+CCR4+ T),0.18 ,3.82E-07,2.29E-06,1384,33.65%,1,0.08 ,13,0.35 ,2.52E-04,,,,,,TRUE,,
SPTAN1,CD4.c24(NME1+CCR4+ T),0.18 ,6.52E-16,1.64E-14,1385,44.71%,1,0.08 ,13,0.35 ,3.26E-02,,,,,,,,
MRPS21,CD4.c24(NME1+CCR4+ T),0.18 ,1.49E-12,2.25E-11,1386,48.47%,2,0.15 ,13,0.34 ,3.04E-04,,,,,,,,
TRIM41,CD4.c24(NME1+CCR4+ T),0.18 ,1.53E-14,3.18E-13,1387,12.63%,1,0.08 ,13,0.31 ,7.98E-02,,,,,,TRUE,,
MLX,CD4.c24(NME1+CCR4+ T),0.18 ,2.98E-07,1.83E-06,1388,31.60%,4,0.31 ,13,0.41 ,6.29E-03,TRUE,,,,,,,
NSMCE1,CD4.c24(NME1+CCR4+ T),0.18 ,9.29E-07,5.16E-06,1389,35.32%,2,0.15 ,13,0.35 ,3.34E-01,,,,,,TRUE,,
RAB4B,CD4.c24(NME1+CCR4+ T),0.18 ,8.25E-07,4.63E-06,1390,13.73%,1,0.08 ,13,0.37 ,1.31E-01,,,,,,,,
